step,epoch,loss,learning_rate,grad_norm,source_job,source_file
5210,0.94,63.3501,5.766423357664234e-07,23.21845245361328,309488,slurm_train_fusellm_resume-309488.out
5220,0.94,63.6373,5.583941605839417e-07,20.399450302124023,309488,slurm_train_fusellm_resume-309488.out
5230,0.95,65.1025,5.401459854014599e-07,21.225664138793945,309488,slurm_train_fusellm_resume-309488.out
5240,0.95,64.1106,5.218978102189782e-07,20.851524353027344,309488,slurm_train_fusellm_resume-309488.out
5250,0.95,63.5771,5.036496350364964e-07,21.513315200805664,309488,slurm_train_fusellm_resume-309488.out
5260,0.95,64.7383,4.854014598540147e-07,21.083154678344727,309488,slurm_train_fusellm_resume-309488.out
5270,0.95,64.1495,4.6715328467153285e-07,21.436933517456055,309488,slurm_train_fusellm_resume-309488.out
5280,0.96,63.6387,4.489051094890511e-07,21.855470657348633,309488,slurm_train_fusellm_resume-309488.out
5290,0.96,63.7459,4.306569343065694e-07,20.981689453125,309488,slurm_train_fusellm_resume-309488.out
5300,0.96,63.3911,4.124087591240876e-07,21.86149024963379,309488,slurm_train_fusellm_resume-309488.out
5310,0.96,63.3242,3.9416058394160584e-07,20.893375396728516,309488,slurm_train_fusellm_resume-309488.out
5320,0.96,63.7348,3.7591240875912414e-07,20.876447677612305,309488,slurm_train_fusellm_resume-309488.out
5330,0.96,64.4965,3.5766423357664234e-07,19.894344329833984,309488,slurm_train_fusellm_resume-309488.out
5340,0.97,64.9513,3.394160583941606e-07,21.13450050354004,309488,slurm_train_fusellm_resume-309488.out
5350,0.97,64.2203,3.211678832116789e-07,21.645254135131836,309488,slurm_train_fusellm_resume-309488.out
5360,0.97,63.0797,3.029197080291971e-07,21.957765579223633,309488,slurm_train_fusellm_resume-309488.out
5370,0.97,64.0534,2.8467153284671533e-07,21.433849334716797,309488,slurm_train_fusellm_resume-309488.out
5380,0.97,64.0906,2.6642335766423363e-07,19.90085220336914,309488,slurm_train_fusellm_resume-309488.out
5390,0.98,62.771,2.481751824817518e-07,26.378231048583984,309488,slurm_train_fusellm_resume-309488.out
5400,0.98,64.2995,2.2992700729927007e-07,21.620264053344727,309488,slurm_train_fusellm_resume-309488.out
5410,0.98,65.4352,2.1167883211678835e-07,20.851638793945312,309488,slurm_train_fusellm_resume-309488.out
5420,0.98,64.0745,1.9343065693430657e-07,20.76793670654297,309488,slurm_train_fusellm_resume-309488.out
5430,0.98,63.7782,1.7518248175182484e-07,23.30716896057129,309488,slurm_train_fusellm_resume-309488.out
5440,0.98,63.5165,1.569343065693431e-07,21.83504295349121,309488,slurm_train_fusellm_resume-309488.out
5450,0.99,64.2986,1.3868613138686134e-07,22.64580535888672,309488,slurm_train_fusellm_resume-309488.out
5460,0.99,64.1443,1.2043795620437956e-07,47.5333366394043,309488,slurm_train_fusellm_resume-309488.out
5470,0.99,62.498,1.0218978102189782e-07,19.74717903137207,309488,slurm_train_fusellm_resume-309488.out
5480,0.99,64.0464,8.394160583941606e-08,20.563392639160156,309488,slurm_train_fusellm_resume-309488.out
5490,0.99,63.0915,6.569343065693431e-08,24.988027572631836,309488,slurm_train_fusellm_resume-309488.out
5500,1.0,63.9554,4.744525547445256e-08,20.939882278442383,309488,slurm_train_fusellm_resume-309488.out
5510,1.0,63.6693,2.9197080291970803e-08,19.79483413696289,309488,slurm_train_fusellm_resume-309488.out
5520,1.0,63.5638,1.0948905109489053e-08,20.395164489746094,309488,slurm_train_fusellm_resume-309488.out
